"date","ex_rate","ex_diff","diff_lag"
2001-01-23,0.94,0,0.0106382978723403
2001-01-24,0.92,-0.0217391304347825,0
2001-01-25,0.92,0,-0.0217391304347825
2001-01-26,0.92,0,0
2001-01-29,0.92,0,0
2001-01-30,0.93,0.010752688172043,0
2001-01-31,0.94,0.0106382978723403,0.010752688172043
2001-02-01,0.94,0,0.0106382978723403
2001-02-02,0.94,0,0
2001-02-05,0.94,0,0
2001-02-06,0.93,-0.0107526881720429,0
2001-02-07,0.93,0,-0.0107526881720429
2001-02-08,0.92,-0.0108695652173913,0
2001-02-09,0.92,0,-0.0108695652173913
2001-02-12,0.93,0.010752688172043,0
2001-02-13,0.92,-0.0108695652173913,0.010752688172043
2001-02-14,0.92,0,-0.0108695652173913
2001-02-15,0.91,-0.010989010989011,0
2001-02-16,0.92,0.0108695652173913,-0.010989010989011
2001-02-19,0.92,0,0.0108695652173913
2001-02-20,0.91,-0.010989010989011,0
2001-02-21,0.91,0,-0.010989010989011
2001-02-22,0.9,-0.0111111111111111,0
2001-02-23,0.92,0.0217391304347826,-0.0111111111111111
2001-02-26,0.91,-0.010989010989011,0.0217391304347826
2001-02-27,0.92,0.0108695652173913,-0.010989010989011
2001-02-28,0.92,0,0.0108695652173913
2001-03-01,0.93,0.010752688172043,0
2001-03-02,0.94,0.0106382978723403,0.010752688172043
2001-03-05,0.93,-0.0107526881720429,0.0106382978723403
2001-03-06,0.93,0,-0.0107526881720429
2001-03-07,0.93,0,0
2001-03-08,0.93,0,0
2001-03-09,0.93,0,0
2001-03-12,0.93,0,0
2001-03-13,0.92,-0.0108695652173913,0
2001-03-14,0.91,-0.010989010989011,-0.0108695652173913
2001-03-15,0.9,-0.0111111111111111,-0.010989010989011
2001-03-16,0.9,0,-0.0111111111111111
2001-03-19,0.9,0,0
2001-03-20,0.91,0.010989010989011,0
2001-03-21,0.9,-0.0111111111111111,0.010989010989011
2001-03-22,0.89,-0.0112359550561798,-0.0111111111111111
2001-03-23,0.89,0,-0.0112359550561798
2001-03-26,0.9,0.0111111111111111,0
2001-03-27,0.89,-0.0112359550561798,0.0111111111111111
2001-03-28,0.89,0,-0.0112359550561798
2001-03-29,0.88,-0.0113636363636364,0
2001-03-30,0.88,0,-0.0113636363636364
2001-04-02,0.88,0,0
2001-04-03,0.9,0.0222222222222222,0
2001-04-04,0.9,0,0.0222222222222222
2001-04-05,0.9,0,0
2001-04-06,0.9,0,0
2001-04-09,0.9,0,0
2001-04-10,0.89,-0.0112359550561798,0
2001-04-11,0.89,0,-0.0112359550561798
2001-04-12,0.89,0,0
2001-04-13,0.89,0,0
2001-04-16,0.89,0,0
2001-04-17,0.88,-0.0113636363636364,0
2001-04-18,0.88,0,-0.0113636363636364
2001-04-19,0.9,0.0222222222222222,0
2001-04-20,0.9,0,0.0222222222222222
2001-04-23,0.9,0,0
2001-04-24,0.89,-0.0112359550561798,0
2001-04-25,0.9,0.0111111111111111,-0.0112359550561798
2001-04-26,0.9,0,0.0111111111111111
2001-04-27,0.89,-0.0112359550561798,0
2001-04-30,0.89,0,-0.0112359550561798
2001-05-01,0.89,0,0
2001-05-02,0.89,0,0
2001-05-03,0.89,0,0
2001-05-04,0.89,0,0
2001-05-07,0.89,0,0
2001-05-08,0.89,0,0
2001-05-09,0.89,0,0
2001-05-10,0.88,-0.0113636363636364,0
2001-05-11,0.88,0,-0.0113636363636364
2001-05-14,0.87,-0.0114942528735632,0
2001-05-15,0.88,0.0113636363636364,-0.0114942528735632
2001-05-16,0.88,0,0.0113636363636364
2001-05-17,0.88,0,0
2001-05-18,0.88,0,0
2001-05-21,0.88,0,0
2001-05-22,0.87,-0.0114942528735632,0
2001-05-23,0.86,-0.0116279069767442,-0.0114942528735632
2001-05-24,0.86,0,-0.0116279069767442
2001-05-25,0.86,0,0
2001-05-28,0.86,0,0
2001-05-29,0.86,0,0
2001-05-30,0.86,0,0
2001-05-31,0.85,-0.011764705882353,0
2001-06-01,0.85,0,-0.011764705882353
2001-06-04,0.85,0,0
2001-06-05,0.85,0,0
2001-06-06,0.85,0,0
2001-06-07,0.85,0,0
2001-06-08,0.85,0,0
2001-06-11,0.84,-0.0119047619047619,0
2001-06-12,0.85,0.011764705882353,-0.0119047619047619
2001-06-13,0.86,0.0116279069767442,0.011764705882353
2001-06-14,0.86,0,0.0116279069767442
2001-06-15,0.86,0,0
2001-06-18,0.86,0,0
2001-06-19,0.85,-0.011764705882353,0
2001-06-20,0.85,0,-0.011764705882353
2001-06-21,0.85,0,0
